arms_cluster_id,object_signature_cluster_id,leg_pose_variant,mult_top,mult_right,mult_bottom,mult_left
624,9080,,2.0,4.5,4.0,4.5
625,1,,1.5,2.5,4.5,2.5
626,1,,1.5,3.5,10.0,3.5
626,118,,2.0,3.5,8.0,3.5
626,7,,2.0,3.5,9.0,3.5
626,9069,,2.0,3.5,10.5,3.5
626,9080,,2.0,6.5,8.5,8.5
626,9083,,2.0,3.5,10.0,4.0
628,1,,1.5,3.5,6.5,3.5
629,1,,1.5,2.5,5.0,2.5
629,9069,,2.0,2.5,6.0,3.0
629,9082,,2.0,2.5,5.5,2.5
63,1,,1.5,3.5,4.0,3.5
63,9081,,2.0,3.5,4.0,3.5
630,1,,1.5,2.5,3.0,2.5
630,9081,,2.0,3.0,3.5,3.0
631,1,,1.5,4.0,6.5,4.0
631,9080,,2.0,8.0,7.5,8.5
632,9069,,2.0,3.5,10.5,3.5
632,9080,,2.0,7.5,11.0,7.0
632,9080,1.0,3.5,5.5,7.5,5.5
632,9080,5.0,3.5,6.5,12.5,7.0
632,9102,,2.0,4.0,12.0,4.0
633,1,,1.5,2.5,5.5,2.5
633,118,,2.0,3.0,6.0,3.0
633,355,,2.0,3.5,6.5,4.0
633,807,,2.0,3.5,9.0,3.5
633,9069,,2.0,3.5,9.0,4.0
633,9078,,2.0,3.5,6.5,3.5
633,9083,,2.0,3.5,6.5,4.0
633,9096,,2.0,3.5,9.0,3.5
634,118,,2.0,4.0,7.5,4.0
634,9069,,2.0,3.5,10.5,3.5
634,9083,,2.0,3.5,6.5,3.5
635,1,,1.5,2.5,6.0,8.5
635,9080,,2.0,6.0,7.5,11.5
636,1,,1.5,2.5,3.5,2.5
636,9081,,2.0,3.5,5.0,3.5
637,1,,1.5,3.5,7.0,3.5
637,9080,,2.0,6.5,8.5,9.0
638,9083,,2.0,3.5,5.0,4.0
638,9096,,3.0,4.0,6.5,4.5
639,1,,1.5,2.5,5.0,2.5
639,91,,2.0,3.0,4.5,2.5
64,1,,3.5,3.5,9.5,3.5
64,174,,4.0,7.5,9.0,7.5
64,9069,,4.5,3.0,6.0,3.0
64,9069,2.0,5.0,4.5,6.5,4.5
64,9069,5.0,5.0,3.5,9.5,3.5
64,9070,,5.5,3.5,11.0,3.5
64,9071,,4.5,3.0,9.0,3.0
64,9073,,6.0,6.5,10.0,5.5
64,9080,,4.0,7.5,11.5,7.5
64,9080,1.0,4.5,5.5,7.5,5.5
64,9080,4.0,4.5,7.0,11.5,6.5
64,9080,5.0,4.5,7.0,11.5,6.5
64,9101,,4.5,3.0,7.0,3.0
64,9114,,4.0,7.0,9.0,7.5
64,9114,1.0,4.5,6.0,6.5,6.0
64,9114,3.0,4.5,7.5,10.0,6.5
64,9114,5.0,5.5,7.0,12.0,6.0
64,95,,4.0,6.5,6.0,6.5
640,1,,1.5,3.0,6.5,3.0
641,1,,1.5,4.0,6.5,4.0
641,310,,2.0,6.5,10.0,6.5
641,9069,,2.0,4.0,11.0,4.5
641,9073,,2.0,7.0,10.0,8.0
641,9080,,2.0,7.0,8.0,7.0
642,1,,2.0,3.0,6.0,3.0
643,1,,1.5,2.0,5.5,4.5
643,232,,2.0,5.0,6.5,7.0
643,310,,2.0,4.0,7.0,7.5
643,9069,,2.0,2.5,6.5,5.5
643,9073,,2.0,5.0,8.0,9.0
643,9080,,2.0,4.5,6.0,7.0
644,1,,1.5,3.0,3.5,3.0
645,1,,1.5,3.5,3.5,2.0
646,1,,1.5,2.5,4.5,2.5
647,118,,2.0,3.0,7.5,3.0
647,9069,,2.0,3.0,10.0,3.0
647,9083,,2.0,3.0,10.0,3.5
648,1,,3.5,4.0,9.0,4.0
648,9069,,4.0,4.0,10.0,4.0
648,9073,,5.0,8.0,10.0,7.0
648,9081,,4.0,4.0,7.5,4.0
649,1,,1.5,3.5,5.0,3.5
649,310,,2.0,5.0,6.5,5.5
649,9069,,2.0,3.5,6.0,3.5
649,9073,,2.0,7.5,7.0,7.5
649,9080,,2.0,6.0,5.5,6.0
65,1,,1.5,3.0,5.5,3.0
650,9080,,2.0,7.5,8.5,7.0
651,1,,1.5,3.0,5.5,3.0
651,9069,,2.0,4.0,6.5,4.0
651,9083,,2.0,3.0,5.5,4.0
652,1,,1.5,2.5,6.5,2.5
652,232,,2.0,6.0,8.0,7.5
652,9069,,2.0,3.0,7.5,3.0
652,9080,,2.0,7.5,8.5,7.0
652,9082,,2.0,3.5,8.0,3.5
653,1,,1.5,3.5,5.0,3.5
654,1,,3.0,4.5,9.0,4.5
654,7,,3.5,3.5,6.5,5.0
655,1,,1.5,3.5,8.5,3.5
655,9080,,2.0,8.0,7.5,7.0
656,9081,,2.0,3.0,4.5,3.0
657,1,,1.5,3.0,3.5,3.0
657,9083,,2.0,3.5,5.0,3.5
657,962,,2.0,3.0,4.5,3.0
658,1,,1.5,4.0,5.5,4.0
658,103,,2.0,4.5,11.0,5.5
658,217,,2.0,4.0,10.5,5.5
658,9080,,2.0,7.0,7.5,7.5
659,1,,1.5,4.0,9.5,4.0
659,9080,,2.0,6.5,8.0,8.5
66,1,,2.5,5.0,6.0,5.0
66,9069,,2.0,5.0,6.5,5.0
66,9081,,2.5,3.5,10.5,5.5
660,1,,2.0,4.0,5.0,4.0
660,9069,,2.0,4.0,5.5,4.0
660,9081,,2.0,4.0,7.0,4.0
660,9083,,2.0,4.0,5.0,4.5
661,1,,1.5,3.5,4.5,3.5
663,1,,1.5,2.5,4.0,2.5
664,1,,1.5,4.0,8.5,4.0
664,9081,,2.0,5.0,6.0,4.0
665,1,,1.5,3.5,6.0,3.5
665,232,,2.0,5.0,7.5,6.5
665,310,,2.0,5.5,7.5,8.0
665,9073,,2.0,5.5,8.0,9.0
665,9080,,2.0,5.0,7.0,6.5
665,9083,,2.0,2.0,7.5,4.5
666,1,,1.5,2.5,2.5,2.5
667,1,,2.0,5.0,2.5,1.5
667,9080,,2.0,8.5,4.0,4.5
668,1,,1.5,5.0,5.5,2.0
668,9080,,2.0,11.0,7.5,6.0
669,1,,2.5,4.5,4.0,2.0
669,9080,,6.0,9.5,7.5,4.5
67,1,,1.5,3.5,5.5,3.5
671,1,,1.5,3.5,4.5,3.5
672,1,,2.5,2.0,1.5,2.0
673,310,,2.0,5.0,5.5,5.0
673,9069,,2.0,3.5,5.5,3.5
673,9073,,2.0,6.0,6.0,6.0
673,9080,,2.0,7.0,7.0,7.5
673,9081,,2.0,3.5,5.0,3.5
673,960,,2.0,3.0,5.5,3.0
674,9069,,2.0,3.0,10.0,3.0
675,1,,1.5,4.0,4.5,2.0
676,1,,1.5,2.5,4.5,2.5
676,9069,,2.0,3.5,6.0,3.5
677,9069,,2.0,4.0,10.5,5.5
677,9082,,2.0,4.0,6.0,5.0
678,1,,1.5,2.5,5.5,2.5
678,9069,,2.0,3.0,7.0,2.5
678,9083,,2.0,2.5,5.5,2.5
68,1,,1.5,4.0,8.0,4.0
68,9080,,2.0,8.0,10.0,10.0
680,1,,1.5,3.0,6.0,3.0
680,232,,2.0,9.0,8.0,6.5
680,310,,2.0,4.5,9.0,3.5
680,9069,,2.0,4.0,9.0,2.5
680,9073,,2.0,8.0,8.5,4.5
680,9080,,2.0,9.5,8.0,6.0
681,1,,1.5,3.0,4.5,3.0
681,9080,,2.0,5.0,5.5,5.5
682,1,,1.5,2.5,5.0,2.5
682,9069,,2.0,3.0,5.5,3.0
682,9081,,2.0,3.0,5.0,3.0
682,9082,,2.0,3.0,5.5,3.0
683,1,,2.0,5.0,5.5,3.5
683,9080,,2.0,8.5,6.5,6.5
683,9082,,2.0,5.5,6.0,2.0
684,1,,1.5,3.5,4.5,3.5
685,1,,1.5,2.5,10.0,2.5
685,232,,2.0,7.5,11.0,8.0
685,627,,2.0,6.0,10.0,3.0
685,9069,,2.0,3.5,11.0,3.5
685,9080,,2.0,9.0,9.0,8.0
685,9082,,2.0,5.5,10.0,3.0
686,1,,1.5,2.5,2.5,2.5
686,9069,,2.0,3.5,6.0,3.5
686,9080,,2.0,7.0,7.0,7.5
687,1,,1.5,3.0,5.5,3.0
689,1,,1.5,3.0,4.0,3.0
689,9081,,2.0,3.0,3.5,3.0
69,1,,1.5,2.5,6.0,2.5
69,7,,2.0,3.0,6.0,3.0
69,9069,,2.0,3.0,10.5,3.0
69,9083,,2.0,2.5,7.5,3.0
691,1,,1.5,3.0,5.0,3.0
692,1,,1.5,3.5,5.0,2.0
692,116,,2.0,9.5,8.0,6.0
692,9080,,2.0,9.0,7.0,5.5
694,1,,1.5,4.0,6.0,4.0
694,217,,2.0,6.0,10.0,5.5
694,232,,2.0,7.5,7.5,7.5
694,310,,2.0,5.0,6.5,5.0
694,9069,,2.0,4.5,7.0,4.5
694,9073,,2.0,8.5,11.0,8.0
694,9080,,2.0,7.5,7.0,7.0
695,1,,1.5,3.5,7.0,7.5
695,9080,,2.0,6.0,7.0,9.5
696,1,,1.5,3.5,5.5,1.5
696,310,,2.0,6.5,10.5,3.5
696,9069,,2.0,5.5,10.5,2.5
696,9073,,2.0,7.5,10.0,4.0
696,9080,,2.0,9.5,9.5,7.0
696,9082,,2.0,6.0,10.5,3.0
697,1,,1.5,2.5,4.0,2.5
698,1,,1.5,3.5,5.5,3.5
698,807,,2.0,3.5,10.0,3.5
698,9069,,2.0,3.5,7.0,3.5
698,9078,,2.0,3.5,10.5,3.5
698,9080,,2.0,7.0,11.5,7.0
698,9081,,2.0,4.0,6.0,4.0
698,9102,,2.0,3.5,11.5,4.0
699,1,,1.5,3.0,6.0,3.0
699,355,,2.0,3.5,5.5,3.0
699,9069,,2.0,3.0,9.0,3.0
699,9083,,2.0,3.5,5.5,3.0
7,9069,,2.0,3.5,4.0,3.5
7,9081,,2.0,3.0,4.5,3.0
70,91,,2.0,3.0,3.5,3.0
700,9080,,2.0,7.5,8.0,7.0
701,1,,1.5,3.0,4.5,3.0
701,206,,2.0,2.5,4.5,2.5
701,9080,,2.0,7.0,7.5,7.0
702,1,,1.5,2.5,6.0,2.5
702,9069,,2.0,2.5,7.0,3.0
702,9080,,2.0,6.5,9.5,7.5
702,9082,,2.0,2.5,6.0,3.0
703,1,,1.5,3.0,8.5,3.0
704,1,,1.5,2.5,3.5,2.5
704,25,,2.0,2.5,4.0,2.5
705,1,,1.5,3.0,5.0,3.0
706,1,,1.5,3.0,6.0,3.0
706,118,,2.0,3.5,6.5,3.5
706,7,,2.0,3.0,6.0,3.0
707,1,,2.0,4.0,5.5,4.0
707,9069,,2.5,4.0,5.5,4.0
707,9081,,2.5,4.0,5.5,4.0
708,1,,1.5,3.0,5.0,3.0
709,1,,1.5,5.0,11.0,6.5
709,9080,,2.0,7.0,12.0,10.5
71,1,,1.5,3.5,5.5,3.5
71,217,,2.0,4.5,10.5,5.5
71,9080,,2.0,5.5,7.0,7.0
710,1,,2.0,3.5,5.5,3.5
710,355,,2.5,4.0,7.0,4.0
710,7,,3.0,3.5,6.5,3.5
710,9078,,2.0,4.0,6.5,4.0
710,9083,,2.5,4.0,7.0,4.0
711,9081,,2.0,4.5,6.5,3.5
712,1,,1.5,3.5,6.0,3.5
712,217,,2.0,5.0,11.5,4.5
712,232,,2.0,6.5,9.0,7.0
712,9069,,2.0,4.0,8.0,3.0
712,9069,3.0,3.5,4.0,8.5,4.0
712,9069,4.0,3.5,5.0,10.5,3.5
712,9069,5.0,3.5,4.5,11.0,3.5
712,9073,,2.0,8.0,8.5,5.5
712,9080,,2.0,8.0,8.5,7.0
712,9082,,2.0,4.0,8.5,2.5
713,1,,1.5,3.0,4.5,3.0
714,1,,2.0,4.0,5.0,4.0
714,9080,,3.5,9.0,11.0,5.0
715,1,,4.5,2.0,4.5,7.0
715,9080,,5.5,5.5,5.5,13.0
716,1,,1.5,3.5,5.5,3.5
717,1,,1.5,4.0,5.5,2.5
717,9083,,2.0,4.5,5.5,2.5
718,1,,1.5,3.0,5.5,3.0
718,118,,2.0,3.0,5.5,3.0
718,310,,2.0,3.5,6.5,3.5
718,355,,2.0,3.0,5.5,3.5
718,7,,2.0,3.0,6.0,3.5
718,9069,,2.0,3.5,6.5,3.5
718,9083,,2.0,3.0,5.5,3.5
719,1,,1.5,4.0,6.0,2.0
719,9080,,2.5,10.0,8.0,6.5
72,1,,2.0,3.0,4.5,9.5
72,9080,,3.5,4.5,6.5,12.0
72,9083,,2.0,2.5,9.0,8.0
720,1,,1.5,3.0,4.5,3.0
720,9069,,2.0,3.5,5.5,3.5
720,9081,,2.0,3.5,5.0,3.5
721,1,,1.5,4.0,6.0,2.5
721,217,,2.0,6.0,11.5,5.5
721,9080,,2.0,9.5,7.5,5.5
722,9069,,2.0,3.5,5.0,3.5
722,9083,,2.0,3.5,5.0,4.0
723,310,,2.0,5.5,5.5,5.5
723,9069,,2.0,4.0,5.0,4.0
723,9073,,2.0,6.5,5.5,6.5
723,9080,,2.0,7.0,6.5,7.0
724,1,,1.5,5.5,5.0,5.5
724,9069,,2.0,5.5,8.0,5.5
724,9080,,2.0,7.0,8.5,7.5
725,1,,1.5,3.5,3.5,3.5
726,1,,1.5,3.0,5.0,3.0
727,1,,1.5,5.0,5.0,3.5
727,217,,2.0,6.5,9.0,4.5
727,9081,,2.0,5.5,5.0,3.5
728,1,,1.5,2.5,4.5,2.5
729,1,,1.5,3.0,5.0,3.0
729,9083,,2.0,3.0,5.0,3.5
73,1,,1.5,2.5,4.0,2.5
730,1,,1.5,3.0,5.0,3.0
731,1,,2.0,3.5,4.5,3.5
732,1,,1.5,3.5,7.0,3.5
732,9080,,2.0,7.0,8.0,7.5
734,1,,1.5,2.5,5.0,2.5
734,25,,2.0,3.0,5.5,3.0
734,9069,,2.0,3.0,5.5,2.5
735,1,,1.5,2.5,3.5,2.5
735,9080,,2.0,5.0,4.0,4.5
736,1,,1.5,3.5,7.0,3.5
736,9082,,2.5,3.5,6.0,3.5
737,1,,1.5,3.5,5.5,3.5
737,310,,2.0,5.5,7.0,4.5
737,9069,,2.0,3.5,6.0,3.5
737,9073,,2.0,7.0,8.5,5.5
738,1,,1.5,4.5,5.5,4.5
738,310,,2.0,5.0,5.5,5.0
738,9069,,2.0,5.0,5.5,5.0
739,1,,1.5,4.0,5.5,4.0
739,310,,2.0,7.5,8.0,5.5
739,9069,,2.0,4.0,5.5,4.0
739,9073,,2.0,8.0,8.5,6.0
739,9081,,2.0,4.0,5.5,4.0
74,11,,2.0,4.0,6.0,4.5
74,9080,,2.0,6.5,8.0,7.5
740,9080,,2.0,9.5,7.0,5.0
741,1,,1.5,3.0,4.5,3.0
742,1,,1.5,2.5,4.0,2.5
743,1,,1.5,2.5,7.0,6.0
743,9080,,2.0,6.5,8.0,12.0
744,1,,1.5,4.5,7.0,2.0
744,9069,,2.0,5.0,9.5,2.0
744,9069,2.0,3.5,6.0,7.0,3.5
744,9069,4.0,3.5,4.5,8.5,3.5
744,9069,5.0,3.5,5.0,11.0,3.5
744,9080,,2.0,11.5,8.5,6.5
745,1,,1.5,4.0,8.0,4.0
745,9080,,2.0,8.0,8.5,8.5
746,1,,1.5,3.0,7.5,3.0
746,9069,,2.0,2.5,10.5,3.0
746,9080,,2.0,7.5,12.0,8.0
746,9081,,2.0,3.0,11.0,3.0
747,1,,1.5,3.0,5.0,3.0
747,9069,,2.0,3.0,5.5,3.0
747,9080,,2.0,7.5,11.5,7.0
747,9081,,2.0,3.0,10.0,3.0
748,355,,2.0,2.0,8.0,6.5
748,9069,,2.0,2.0,8.5,6.5
748,9069,2.0,3.5,3.5,6.5,7.0
748,9069,5.0,3.5,3.5,10.0,6.0
748,9073,,2.0,3.5,9.0,8.5
748,9080,,2.0,5.0,7.5,10.5
748,9083,,2.0,2.0,8.0,7.0
749,1,,1.5,3.0,5.0,3.0
749,310,,2.0,4.0,5.0,4.0
749,9069,,2.0,3.5,5.0,3.5
749,9081,,2.0,3.0,4.5,3.0
75,9080,,3.5,12.0,7.0,5.0
751,1,,1.5,3.0,4.5,3.0
752,1,,1.5,3.0,5.5,3.0
752,9069,,2.0,3.5,5.0,3.5
752,9073,,2.0,6.0,8.0,6.0
752,9081,,2.0,3.0,5.0,3.0
753,1,,1.5,3.0,3.5,3.0
754,9080,,2.0,7.0,8.0,8.0
755,1,,2.5,3.5,5.0,3.5
756,1,,1.5,3.5,8.0,5.0
756,9069,,2.0,3.0,6.5,5.0
756,9081,,2.0,3.5,9.0,5.5
757,1,,2.0,3.5,5.0,3.5
757,9078,,2.0,4.0,5.5,4.0
758,1,,3.0,4.5,7.5,4.5
758,9080,,3.5,7.5,9.5,8.5
759,1,,1.5,4.5,6.5,3.0
759,310,,2.0,6.5,8.0,4.0
759,9069,,2.0,4.5,8.0,4.5
759,9073,,2.0,7.5,8.0,4.5
759,9080,,2.0,7.5,12.0,6.5
76,1,,1.5,5.0,5.5,3.5
76,9069,,2.0,5.5,5.5,4.0
76,9081,,2.0,5.5,6.5,3.5
760,1,,1.5,4.0,7.0,2.5
761,1,,2.0,3.0,4.5,7.0
761,9080,,2.0,6.0,6.0,9.5
763,1,,1.5,3.0,6.0,3.0
763,9069,,2.0,3.0,6.5,3.0
763,9080,,2.0,6.5,8.0,7.0
764,1,,1.5,3.5,5.0,3.5
764,9069,,2.0,3.5,5.5,3.5
765,1,,1.5,3.5,5.5,3.5
766,1,,4.0,5.5,10.0,3.0
766,116,,4.5,10.5,8.0,6.0
766,9080,,4.5,10.5,10.0,6.5
766,9080,1.0,4.0,8.0,7.0,5.5
766,9080,3.0,4.0,9.0,9.0,7.0
77,1,,1.5,3.5,5.5,3.5
78,9069,,2.0,5.0,5.5,5.0
78,9080,,2.0,7.0,8.0,7.5
79,1,,1.5,3.0,7.5,3.0
79,9080,,2.0,8.5,12.0,8.5
8,1,,1.5,4.5,5.0,4.5
8,9080,,2.0,6.5,6.5,8.5
80,1,,1.5,3.0,5.0,3.0
81,15,,2.0,2.0,6.5,3.5
81,217,,2.0,6.0,11.5,6.5
81,310,,2.0,4.5,10.5,6.0
81,9069,,2.0,3.0,10.0,4.5
81,9073,,2.0,5.0,11.0,7.0
81,9080,,2.0,7.0,10.0,8.5
81,9083,,2.0,3.0,10.0,5.0
82,1,,1.5,3.0,4.0,3.0
83,1,,1.5,3.5,10.5,3.5
83,9069,,2.0,3.5,10.0,3.5
83,9080,,2.0,7.0,10.5,7.0
83,9080,1.0,3.5,5.5,7.5,5.5
83,9080,5.0,3.5,6.5,12.0,6.5
83,9081,,2.0,3.0,10.5,3.0
83,9114,,2.0,7.0,8.0,7.0
83,9114,1.0,3.5,6.5,6.5,6.0
83,9114,4.0,3.5,7.0,10.0,6.0
83,9114,5.0,3.5,6.5,11.0,6.0
84,1,,1.5,3.5,7.5,3.5
84,310,,2.0,5.0,8.0,4.5
84,9069,,2.0,3.5,10.5,3.5
84,9073,,2.0,7.0,11.0,7.0
85,1,,1.5,3.5,5.5,3.5
85,9080,,2.0,8.0,8.5,8.5
86,1,,2.0,3.5,5.5,3.5
86,9069,,3.5,4.0,7.0,4.0
88,1,,1.5,3.5,4.5,2.0
89,1,,1.5,3.0,4.5,3.0
89,9069,,2.0,3.0,4.5,3.0
89,9081,,2.0,3.5,5.0,3.5
9,1,,1.5,2.0,5.0,3.5
9,9083,,2.0,3.5,5.5,4.0
90,9069,,2.0,3.0,10.5,3.0
90,9080,,2.0,7.0,10.0,7.0
91,1,,1.5,2.5,4.0,2.5
91,9080,,2.0,5.0,5.0,5.0
92,1,,1.5,2.5,2.5,2.5
92,217,,2.0,5.0,11.5,5.0
92,807,,2.0,3.5,10.5,3.5
92,9069,,2.0,3.5,9.0,3.5
92,9073,,2.0,7.5,11.0,7.5
92,9078,,2.0,3.5,10.5,3.5
92,9080,,2.0,7.0,10.5,7.0
92,9087,,2.0,3.5,10.5,3.5
92,9096,,2.0,4.0,10.0,4.0
93,9080,,2.0,9.0,7.5,6.5
94,1,,1.5,4.0,5.0,2.5
95,1,,2.0,3.0,5.5,3.0
95,118,,2.0,3.5,6.0,3.5
95,9080,,2.0,7.0,8.5,8.5
96,9081,,2.0,2.5,9.5,4.5
97,1,,1.5,2.5,5.5,2.5
97,310,,2.0,3.0,7.0,3.0
97,9069,,2.0,3.0,7.5,3.0
97,9070,,2.0,3.5,7.0,3.5
97,9080,,2.0,5.0,6.0,5.0
