class_id,conf_band,slot,slot_assignment_count,slot_unique_detections,slot_images
99,low_conf,shoulder,6,6,6
99,low_conf,top_face,1,1,1
99,low_conf,waist,12,12,12
100,low_conf,feet,378,378,378
100,low_conf,left_eye,85,85,85
100,low_conf,left_hand,943,943,943
100,low_conf,mouth,125,125,125
100,low_conf,right_eye,80,80,80
100,low_conf,right_hand,972,972,972
100,low_conf,shoulder,200,200,200
100,low_conf,top_face,8,8,8
100,low_conf,waist,503,503,503
101,low_conf,feet,128,128,128
101,low_conf,left_eye,24,24,24
101,low_conf,left_hand,667,667,667
101,low_conf,mouth,69,69,69
101,low_conf,right_eye,20,20,20
101,low_conf,right_hand,650,650,650
101,low_conf,shoulder,170,170,170
101,low_conf,top_face,32,32,32
101,low_conf,waist,270,270,270
102,low_conf,feet,15,15,15
102,low_conf,left_eye,10,10,10
102,low_conf,left_hand,43,43,43
102,low_conf,mouth,1,1,1
102,low_conf,right_eye,7,7,7
102,low_conf,right_hand,51,51,51
102,low_conf,shoulder,20,20,20
102,low_conf,waist,22,22,22
103,low_conf,feet,134,134,134
103,low_conf,left_eye,30,30,30
103,low_conf,left_hand,626,626,626
103,low_conf,mouth,52,52,52
103,low_conf,right_eye,37,37,37
103,low_conf,right_hand,595,595,595
103,low_conf,shoulder,125,125,125
103,low_conf,top_face,37,37,37
103,low_conf,waist,250,250,250
104,low_conf,feet,1,1,1
104,low_conf,left_eye,1,1,1
104,low_conf,left_hand,32,32,32
104,low_conf,mouth,4,4,4
104,low_conf,right_eye,3,3,3
104,low_conf,right_hand,42,42,42
104,low_conf,shoulder,14,14,14
104,low_conf,top_face,3,3,3
104,low_conf,waist,26,26,26
105,low_conf,feet,15,15,15
105,low_conf,left_eye,6,6,6
105,low_conf,left_hand,168,168,168
105,low_conf,mouth,16,16,16
105,low_conf,right_eye,7,7,7
105,low_conf,right_hand,167,167,167
105,low_conf,shoulder,35,35,35
105,low_conf,top_face,6,6,6
105,low_conf,waist,44,44,44
106,low_conf,feet,5,5,5
106,low_conf,left_hand,21,21,21
106,low_conf,mouth,1,1,1
106,low_conf,right_eye,1,1,1
106,low_conf,right_hand,25,25,25
106,low_conf,shoulder,6,6,6
106,low_conf,waist,6,6,6
107,low_conf,feet,7,7,7
107,low_conf,left_hand,44,44,44
107,low_conf,right_hand,43,43,43
107,low_conf,shoulder,3,3,3
107,low_conf,top_face,4,4,4
107,low_conf,waist,21,21,21
108,low_conf,feet,35,35,35
108,low_conf,left_hand,1152,1152,1152
108,low_conf,right_hand,1587,1587,1587
108,low_conf,shoulder,58,58,58
108,low_conf,waist,56,56,56
109,low_conf,feet,19,19,19
109,low_conf,left_hand,654,654,654
109,low_conf,right_hand,719,719,719
109,low_conf,shoulder,50,50,50
109,low_conf,waist,25,25,25
110,low_conf,left_hand,928,928,928
110,low_conf,mouth,1454,1454,1454
110,low_conf,right_hand,1008,1008,1008
111,low_conf,left_hand,1,1,1
111,low_conf,right_hand,1,1,1
111,low_conf,top_face,106,106,106
112,low_conf,top_face,60,60,60
113,low_conf,left_eye,466,466,466
113,low_conf,left_hand,8,8,8
113,low_conf,right_eye,399,399,399
113,low_conf,right_hand,9,9,9
113,low_conf,shoulder,3,3,3
114,low_conf,left_eye,167,167,167
114,low_conf,left_hand,3,3,3
114,low_conf,right_eye,171,171,171
114,low_conf,right_hand,3,3,3
114,low_conf,top_face,190,190,190
115,low_conf,left_eye,214,214,214
115,low_conf,left_hand,2,2,2
115,low_conf,right_eye,212,212,212
116,low_conf,left_eye,12,12,12
116,low_conf,left_hand,22,22,22
116,low_conf,right_eye,17,17,17
116,low_conf,right_hand,37,37,37
117,low_conf,left_eye,2,2,2
117,low_conf,left_hand,5,5,5
117,low_conf,right_eye,1,1,1
117,low_conf,right_hand,2,2,2
118,low_conf,left_eye,10,10,10
118,low_conf,left_hand,32,32,32
118,low_conf,right_eye,9,9,9
118,low_conf,right_hand,30,30,30
119,low_conf,left_hand,2,2,2
119,low_conf,right_hand,1,1,1
