old_cluster_id,image_count,new_cluster_id
135949,353,1300
135950,299,1301
135951,359,1302
135952,206,1303
135953,209,1304
135954,334,1305
135955,221,1306
135956,215,1307
135957,264,1308
135958,622,1309
135959,220,1310
135960,228,1311
135961,250,1312
135962,251,1313
135963,241,1314
135964,435,1315
135965,266,1316
135966,253,1317
135967,216,1318
135968,255,1319
135969,219,1320
135970,236,1321
135971,1366,1322
135972,284,1323
135973,349,1324
135974,262,1325
